text;label
ini semua lembaga desa turut terlibat, ini sangat bahaya, dpr harus menghentikan dana desa untuk tahun 2024 ini biar pemilu kita jurdil, ayok kita taruhan, klu perangkat desa dan kades dan bpd ini tdk pakai dana apbdes yg kemas secanggih mungkin untuk pergi ke senayan jakarta;no
itulah keputusan mk, yg akhirnya segala2nya di tabrak dihalalkan dengan cara apapun, msh muda sdh brani nekat. apa jadinya masa depan demikrasi negara kita. sharusnya berpikir yg sehat.;no
sekarang perangkat desa juga bisa berpolitik ,berdemo soalnya ada dana desa perbulan milyaran rupiah nganggur;no
oh oh apakah hasil investigasinya, apakah sama dengan yg di pikiran rakyat.....????;no
curangnya makin jadi anak ini;no
kok hanya dipanggil, seharusnya diambil tindakan tegas.;no
bawaslu. tunjukkan taringmu jangan hanya jadi barang pajangan alias jadi atribut pemilu. tegak kan aturan dan usut kegiatan panitia capres prabowo. kalo melanggar aturan segera di tindak. bawaslu mana taringmu???;no
jangan keliru sama lurah....lurah memang iya dibawah mendagri...;no
kades bukan dibawah mendagri....mereka dipilih langsung oleh rakyat...;no
betul banget om....mereka dipilih langsung oleh rakyat bukan diangkat oleh pemerintah..memang kades dan perangkat desa dilarang terlibat politik praktis tapi ini kan hanya tindakan berupa dukungan bukan ikut terlibat....;no
bawaslu segera bertindak guna meluruskan kesimpangsiuran kedudukan kades, perangkat desa dan bpd dalam uu pemilu.;no
baru tahu ya power kades dan perangkatnya .......kan kades .perangkat desa bukan asn jadi bebas ...lagian kades dan perangkat tdk di beri pensiunan spt dpr dpr....ayo semangat pak kades dkk;no
bawaslu-musti-bernyali/penguasa;no
salahnya dimana? mau masa kampanye atau blm, aparat harus netral ga memihak ke salah satu paslon bro, sepertinya anda kurang literasi atau kelompok milenial terabas ya,;no
seharusnya dari capres cawapres amin dan ganjar mahfud buat laporan polisi. ini jelas mengkhianati demokrasi dan melanggar undang-undang.;no
yg mengherankan.. seharusnya pemerintah dalam hal ini mendagri, menko polhukam sudah dapatkan data intelijen akan terselenggarakanya acara ini. dan pemerintah koordinasi dgn bapilu juga polri (kabaharkam) sebagai penanggung jawab pemilu. tapi semuanya diam.. ??;no
bawaslu harus tegas panitia acara dukungan kades ditangkap dan didenda. kalau tidak akan ada acara serupa berikutnya. kalau perlu diselidiki sumber dana nya.;no
anak presiden mah bebas, bawaslu g bakal berani bertindak. dari awal aturan di buat semau nya demi kekuasaan.;no
gar-kum-rat/bawaslu-musti-nindak-kpu-jika-kpu-salah-/ bawaslu-musti-bernyali-;no
deg degan, cuma satu takut kembali ke orba lagi;no
negara dalam keadaan bahaya...;no
betul...negg banget;no
masalah pantun saja ribut lopar-lapor.... lah ini nyata-nyata pelanggaran di depan mata pada picek matanya ya.....???;no
paling paling cuma teguran ringan.. berani gak diskwalisifikasi ,?...semua aturan di curangi, sampe ubah uu pun di curangi juga..bikin negggg;no
ngeliatnya saja sudah eneggg;no
sekarang kan jamannya milenial, anak muda yg tidak kenal aturan. yg biasa melanggar aturan dan etika. bacatlu catat aja, bisanya kan cuma itu dari dulu.😁;no
kita lihat akhir masalah ini jika ada uud atau peraturan jika apakah berani bawaslu menjalankan uud dan peraturan hal tadi itu saja..jgn koar nex melempem..👍;no
bawaslu wajib usut tuntas krn kepdes hrs netral;no
kepala desa di larang berkampanye, apalagi ini kampanye sebelum waktunya, harusnya sangsinya lebih berat. yaitu pecat secara tidak terhormat. kalau tidak di pecat, berarti bawaslu cuma basa-basi.;no
mana berani bawaslu nyemprit dan mendagri kasih punishment.. indonesia lagi demam drakor, pemerintahan auto pilot.. presiden dan para menteri lagi ada kesibukan yg tak bisa ditinggalkan.;no
dulu gak pernah ada suara kades atau perangkat desa ikut bermain dalam kontestasi politik... kok sekarang bisa ada begini ya mendukung calon anaknya presiden... padahal sebagai kades harusnya tau itu dilarang;no
namanya juga milenial penerabas, menerabas etika moral hukum di mk, menerabas jadwal kampanye...sudah sering mencuri garis awal jadwal kampanye (start) .;no
ayo bawaslu panggil biar kelihatan kerja soal sanksi itu nomer sekian lagian juga bentar lagi beritanya nguap;no
"wah bisa rusak negeri ini kalau cara"" orba dah mulai dipakai lagi. gimana rakyat bisa percaya pemerintah kalau ternyata semua dah di setting.😡";no
... mantappp... kades sdh berani deklarasi salah satu paslon capres 2024....mendagri bgm nehhh... msh takuttt nehhh...??????;no
waslu klau bagi2 beras ada foto capres tuh mau diapain;no
repot sdh. gak berani comment sdh. sdh kembali ke jaman orba.;no
jangan cuma dipanggil sambil ngopi pak. mereka harus ditindak sesuai hukum. di indonesia ini kekuasaan tidak boleh dibuat seenak jidat.;no
yg di larang kan saat kampanye, lah skrg ini kan blm masa kampanye. trs salah nya dimana?;no
tuhan sdh berfirman dalam kitabnya.. hay manusia lakukan apa saja sesukamu di dunia ini,sungguh siksaku amat pedih;no
negara republik indonesia sudah dikuasai oleh orang2 yg haus akan kekuasaan.;no
taruhan dari sekarang gw berani , ga bakal ada pelanggaran , dalihnya belum masuk masa kampanye ......gibran bin jokowi di lawan . mk aja kepleset gitu lho;no
ditunggu tindakan tegas bawaslu bila perlu hukum penjara ribuan kades yg melanggar uu pemilu, saatnya bawaslu kerja secara profesional, jangan sampai ujung2nya tak ada pelanggaran;no
tingkat mk saja bisa terjadi pelanggaran dan keputusannya sah apalagi tingkat desa. nggak kaget!;no
bawaslu jangan melempem dan mudah diperalat !;no
kami tidak terkejut kalau nanti bawaslu bilang tidak ada pelanggaran, bawaslu apa sih ? mahkamah konstitusi saja bisa di pegang untuk buat putusan sontoloyo kok, justru akan sangat terkejut bila bawaslu bilang ada pelanggaran dan harus ada yang diberikan sanksi tapi bisa jadi itu cuma mimpi;no
mereka sepertinya sudah terang2 an ingin membegal demokrasi di indonesia,harus ada perlawanan dan kawal ketat setiap swara pemilih dan viralkan kalau ada kades yang macam-macam yang dapat menggangu jalannya pemilu;no
ya ampun guys, demokrasi makin suram;no
bawaslu macam apa ini;no
ini dikondisikan oleh beberapa menteri terkait;no
saya yakin kumpulan kepala desa ini dibohongi oleh panitia, pasti mereka tidak tahu akan diajak deklarasi prabowo gibran, saya selaku kepala desa tidak tahu sama sekali, ada yg menyeting, sebagian besar kepala desa yg basis pdip tidak mungkin dukung prabowo;no
betul bro. hancur sudah demokrasi yg di perjuangkan sejak reformasi dalam waktu kurang setahun;no
kok saya merasa seperti ke jaman suharto,dimana asn wajib pilih dia. parah..orba bangkit;no
kan di upahi 9 tahun;no
sudah gak jelas neh demokrasi kita!!! pilih yg sudah kaya pengalaman hidup dan sudah lengkap jabatannya di parlemen dan pemerintahan. yg dikarbit tidak baik.;no
klu dari awal nya sudah curang, tidak tertutup kemungkinan akan terus curang..;no
sekedar biar ga magabut aja ini, apalagi terkait paslon istana. ga percaya.apa berani mendiskualifikasi???;no
kartu-merah-hukuman-kluar-lapangan- ga-bisa-ikut-bertanding-;no
jika-dapat-kartu-merah-(planggaran-hukumannya-klur-langan-/ga-boleh-ikut-bertanding/kata-wasit;no
miris negara ini;no
pemilu di masa orba terulang kembali dgn mengerahkan seluruh institusi negara memilih golkar dan soeharto;no
sudah gak malu malu,ngumpet ngumpet lagi;no
kalau anak muda dianggap masih bersih dari korupsi tidak juga , kalu masih calon mhkn bisa dianggap bersih tolak kkn tapi begitu jadi penguasa akan kelihatan aslinya , tdk sedikit pula pejabat kpl daerah begitu menjabat beberapa th jd tahanan kpk, krn uadah menikmati kue kekuasaan lupa semuanya.;no
lurah.....kami.muak sampai muntah;no
segala-cara-demi-anak-/pasangan-manula-/yakin-manula-anu-......;no
semua bisa diatur. paman bisa diatur, mk bisa diatur. moso lupa, bapaku kan lurah.;no
prabowo gibran sdh gak malu2 langgar aturan netralitas aparat, alasannya krn kehendak rakyat... dunia sdh terbalik, gencarnya apbn dipakai utk kroni dan bikin relawan;no
ga-boleh-sm-dg-melanggar/musti-di- out-itu-para-kades;no
pemilihan bupati bisa jalur independen atau diusung parpol, dlm menjalankan pemerintahan daerah dpt kontrol dari dprd. kades bkn dari parpol, tapi dipilih sama warga desa utk menjadi aparatur pemerintahan tingkat desa, aparatur pemerintah itu harus netral. pejabat negara saat ini diam, ngeri bos;no
negara dalam bahaya...;no
percuma 1-2 tahun di sel, uang penipuan uda aman di belanda, belum yg diumpetin, ya pasang badan aja nga lama toh nanti keluar tetap kaya apalagi umur masih muda bosku;no
19 thn kok berani nipu segitu banyak waduh....bagaiaman kalau umurnya nambah bisa 2 orang tua dan saudaranya habis ludes hartanya;no
hebat kali kau nak;no
5 milyar lebih ancaman cuma 4 thn, murah amat, ketok palu jadi 1 thn.;no
ditipu anak kecil? apa kabar dunia;no
bikin malu org batak kau;no
tolong polisi kalo ada kasus kaya gini dimasukan pasal tppu biar bisa ditelusuri aliran duit hasil nipu dan dimiskin kan…biar ad efek jera;no
bagi2...uuups;no
gila masih remaja, 19 tahun, sudah jadi penipu ulung;no
duitnya kemana???;no
cara kibulin iron dome : dalam waktu singkat , kirim 100 roket bohongan dulu, kemudian lanjut 100 roket isi bom beneran. operator iron dome bakal bingung sendiri lihat di radar ada terbang 100 roket, dia gak tau mana yang bohongan , mana yang roket beneran isi bom.;no
hamas merasa bangga bisa menembus iron dome pakai para glader menembak siapa saja tua muda anak2 bayi bahkan org sedang merayakan hari keagamaan pun tidak luput di brondong sambil teriak allahu akbar eee sekarang ngumpet di tunnel2 berlindung di rumah ibadah tempat2 pengungsian itulah resiko nya;no
lbh baik indonesia kerjasama dgn israel untuk bangun sistem irondome..drpd belain palestina cuma habisin duit doang..gk dpt manfaatnya;no
iron dome dan david's sling adalah pertahanan israel yg terbaik saat ini.;no
orang israel itu paling percaya dengan kemampuan teknologinya. kamu bisa bayangkan, mereka bisa minum kopi di teras kedai kopi sambil melihat ledakan roket di udara bagaikan melihat pesta kembang api akhir tahun. sirine berbunyi sebagai tanda adanya serangan, ada yang sembunyi, ada yang tidak.;no
sistem pertahanan udara (sishanud) milik israel itu berlapis, bukan hanya iron dome. seperti lapisan atmosfer, ada lapisan dalam dan luar. paling luar untuk mencegah rudal balistik antar benua. israel dan amerika adalah negara di dunia yang paling siap jika terjadi perang nuklir.;no
coba kl tdk ada iron dome israel,entah brp bnyk korban2 israel.pendukung hamas bakal berpesta lupa kemanusiaan.eh,ternyata berbalik skenarionya korbannya ke palestina langsung ngemis2 kemanusiaan. pdhl kemanusiaan itu hanya utk manusia.manusia itu manusiawi.yg tdk manusiawi berarti bukan manusia.;no
hati2 mbah, ingat umur turun gunung musim hujan gini licin, ntar msk jurang ....;no
naik gunungnya kaga kog bisa turun gunung ya? bisa jatuh tuh hati2 lah. mimpinya jangan kelewatan. ingat masih ada tuhan yg lbh kuasa dari kalian hahahaa;no
demi anak papa;no
kebayang kalo kalah lagi,pak ps bakal bagaimana ya;no
partai besar di ri itu tiga saja yaitu pdip golkar dan gerindra.;no
turun gunung demi memuluskan mimpi anak orang lain??? wkwkwk.. makanya marketing ahy nya selama ini mana haha... naik naik ke puncak gunung turun turun ke tepi lembah, mandi mandi mandi...;no
gibran jd beban buat wowo..saat ini publik sdh muak dengan gibran dan prosesnya yg cacat konstitusi. kekalahan prabowo akan semakin fatal.;no
kok sby naik turun gunung emangnya sby skrg rumahnya diatas gunung to gua? apa nggak capek.;no
semua elit ada pede sekali akan menang dengan adanya anak ingusan yg baru naik daun lewat keputusan mk no. 90 wkwkwkwk..;no
menang, sujud syukur. menang lagi, sujud syukur lagi. menang lagi, sujud syukur lagi. menang lagi, sujud sykur lagi. menang lagi, sujud sykur lagi. menang lagi, sujud sykur lagi. menang lagi, sujud syukur lagi. menang lagi....;no
baca dulu uu baru koment;no
silahkan menang aja 1 putaran tp mau bertanya gimna hukum nya pilih atau dukung calon pemimpin pelanggar uu dan kemanusiaan?;no
ditunggu aksinya bapak negara autopilot;no
naiknya kecandi hambalang bogor wkwkwkwkwk.... yg udh mangkrak beberapa thn;no
naik gunungnya kapan pak, dari kemarin turun gunung terus... hehehe;no
turun gunung lagi nga pernah lihat naiknya;no
elit politik yg selalu mementingkan partai bukan masyarakat,udah jd anggota dewan ga nyalurin aspirasi rakyat kerja tidur keluyuran keluar negri habisin uang rakyat sewaktu di demo ngumpet sembunyi mana bukti buat nampekan aspirasi masyarkat yg ada hanya bikin rugi negara.ga usah pilih dpr;no
aneh dengan para elit politik negara kita ini,ngajak milenial muda untuk masuk politik,ngebangun negara sewaktu anak muda di calonin jadi wapres ribut masalah usia.knp waktu nyalonin walikota ga dilarang?setiap warga negara indonesia berhak nyalonin apa saja ga pandang usai.;no
hati hati turunnya ntar kepleset.;no
cecurut2 pdi-p ribut mulu cari muka. akibatnya orang benci, ganjar mahfud gembos. ganjar 20%, anies 20%, prabowo satu putaran.;no
sby mau turun gunung, perlu dipertegas turun gunung mana? masih punya gunung? mending juga momong cucu & urus kesehatan diri sendiri. ahy sudah besar, masa sih masih mengandalkan bapaknya, yang staminanya sudah gak kayak dulu lagi. kepriben, kepriben tole.;no
jangan turun naik melulu, jaga kesehatan;no
turun gunung melulu nie kakek..kpn naik nya..? knp gk turun berok sekalian..emg kalo beye ikutan heboh bakalan menang gitu? publik justru makin eneg..;no
"udah ga di anggap mas ahy walaupun sby turun gunung lah wong jargon demokrat masih mengusung perubahan sementara orang yg mas ahy dan demokrat dukung jelas-jelas bilang ""ga ada itu perubahan yang ada berkelanjutan"" jadi demokrat itu garis diantara perubahan dan berkelanjutan.";no
kayaknya kompas sudah mulai diintervensi sama om pratikno supaya hasil surveynya menaikkan paslon no 2;no
jujur-berkah ga-jujur-musibah- yg-negatif-bertambah- horras-bah;no
turun dr gunung hambalang...wk...wkkk;no
"durhaka juga nih anak. orangtua udah sepuh begitu, masih disuruh naik turun gunung. capek itu boss, harusnya suruh istirahat, jangan kerja yg berat"". percuma sudah dipilih jd ketua partai, baiknya ahy sendiri yg turun gunung.";no
gak usah sok2an ideologi dalam pilpres. pahami ini pilpres, bukan perang ideologi. dalam politik semua bisa berubah dgn cepat, selama kepentingannya sama akan bersatu dalam koalisi. nanti siapapun yg menang akan membuat koalisi lagi dgn partai yg kalah dalam kabinet, kecuali jadi oposisi tulen.;no
yang penting jangan curang. kalau curang allah swt tidak akan memberkahi dan memberi musibah dan bencana di dunia dan azab di akhirat. kun fayakun pasti terjadi dan tidak bisa dihindari.;no
ada bocil... ada mayor yg digadang-gadang...tapi si bocil jadi wali karena ada di parte penguasa... si mayor masih manggung krn ada di oposisi.... sekarang dua2nya bergabung tapi cuma dalam batas sangat tipis kebersamaan... yg akan sgt mudah terkoyak dan menimbulkan keributan... bersama tapi slg ...;no
kurang kerjaan milih bocil;no
k0mpas, surveynya mana nih? jgn ngumpet ya, sngt banyak yg nungguin.. apa udah yakin hasilnya akan sama aja dgn surveyor2 yg lain? wkwkwk..;no
gak visioner yang penting aman dan dapat jabatan, masak orang kayak gini calon pemimpin masa depan yg ada jadi kacungnya gibran kalau dia menang.....,,😃😃😃;no
mas ahy... pak sby tdk perlu ikut cawe2 sdh bukan levelnya, ngejar apa? kecuali yg jadi calon mas ahy sendiri ... kemarin ikut mendukung krn terpaksa to? sdh dibukakan pintu mbak puan tapi malu2 mau masuk ...akhirnya salah pilih ... wassalam;no
jgn takabur...campur tangan allah kelak yg menentukan lewat alam,waktu&rakyat yg akan membuktikan siapa ri 1 & ri 2,yg jelas tdk menghianati bangsa,negara&rakyat;no
kapan naik gunungnya? hati2 jatuh kan udah tua mau turun gunung haha;no
sudah dapat wangsit habis semedi di hambalang. agar tidak diusik korupsi keluarga sby , ya harus ikut jadi kacung gibran .... lewat jalan nempel prabowo. kata penunggu hambalang;no
hhhhh seorang negarawan klas atas dan oposisi jokowi sekarang jasi timses gibran??? kocak bgt pa sby,gua jadi muak;no
ingat ya nak ini perlombaan.... semua punya strategi..... tapi ya sebaiknya rasional jugalah..... ngukur dan tau dirilah siapa lawanmu agar kelak kamu tidak berakhir dalam perawatan odgj. ini serius ya nak..... udah banyak contoh. tapi kalo elo anggap ini remeh temeh ya itu hakmu.... 🤣;no
yaitu jadi negara maju seperti singapura 👍👍👍;no
ha....ha.... yg berambisi jadi menteri......;no
justru satu putaran prabowo gibran langsung tereliminasi ,dan saling menyalahkan satu sama lainnya. kita lihat saja. sejauh mana pengaruh prabowo gibran.;no
yes orde baru bangkit, kasihan deh kaum reformasi akhirnya k.o 35th orba tidak bisa dimusnahkan.;no
hehehe, prediksi yang tepat bagi sekutu prabowo-gibran sendiri, hanya para relawan mereka saja yang setuju prediksi si ahy ini, sang pencitrawan kelas wahid di indonesia.;no
bukankah sby pernah lantang mengkritik mk karena merubah undang-undang? terus skrg bilang mau turun gunung menangkan gibran? ah... kalian tdk lebih dr badut-badut politik. partai yg tdk punya ideologi. suka atau tdk suka partai ideologis satu2nya cuman pdip.;no
2 putaran no 2 dan 3 lolos , 3 juara mantap;no
sayang-kali-ada-bocil;no
menang dengan akal bulus dan tipu muslihat apa yang dibanggakan ?;no
ini sdh 78 th merdeka bung mo sampai kapan lage;no
food estate nanam singkong aja gak tumbuh...duit rakyat 6 t hilang tak bertuan...mungkin buat logistik kampanye.....???;no
apakah anggaran food estade dikorupsi?;no
saya org kampung, org tua saya kalo buka hutan jadi ladang langsung berhasil. malah hasilnya sangat bagus krn tanah msh sangat bagus.;no
pertanian-sukses-jaka-ga-impor-beras- /harga-beras-terbeli-wong-cilik-/harga- nggak-mahal;no
gak ada progress kok gak mau dikatakan gagal...;no
bukan gagal pak tapi hancur. buang2 duit negara aja. bapak siap2 import gula aja ...harga gula sdh mulai naik lho.;no
kalau gitu ditanyakan saja ke menteri sebelumnya.;no
dia belum 2 bulan jadi menteri malah.;no
kalau gitu boleh lah dipanggil pawang biar hujan nya banyak. jadi petani dan warga gak kekurangan air. biar padi bisa di tanam dan tumbuhnya baik juga. atau kalau boleh di bantu ubah air laut jadi air tawar, biar bisa dipakai buat siram tanaman. ayo di bantu dibantu;no
sependapat dengan cak imin dan pak jarot sh.memang gak ada hasil.paktanya harga beras melambung tinggi.rakyat kelas bawah kesulitan.hutan dan rawa telah rusak.tempat mereka berburu dan mencari ikan.;no
berapa triliun uang yg sudah di keluarkan ? bukannya hasilnya untuk swadaya pangan tapi uang rakyat yg dikorupsi;no
makan yg sehat sehat pa,biar pikiran nya pada sehat;no
artikel tdk berbobot;no
klo mank ada regulasi yg dilanggar, laporkan aja jo..... ben awakmu terkenal;no
pelanggarannya / tdk bolehnya dimana jo.....,;no
sedari awal nabras nabras permainan.....wasitnya hrs ditefurkah....;no
kemana sj menteri dalam negeri;no
makin ngeri politik negeri ini..main terang2an pun selow ja dan msh byk juga masyarakat yg gk bijak melihat situasi seperti ini..hmmmm...makin hancur...gawat x ah🥲;no
ppatk?;no
kapan hari para kades ketemu ganjar pengamat pada diam, sekarang perangkat ketemu gibran pada kepanasan, kok tambah lama tambah aneh manusia di negeri ini.;no
mendagri pura pura nggak tau dan bisu;no
"""nek perlu bupati walikota gubernur sak indonesia tak kongkon kumpul ndik senayan ....""";no
klu curang dr awal seterusnya ttap curang.jdi kita yg pendukung gama dan amin jika lihat hal2 yg mncurigakan difoto dan dilaporkan kepada tpn kita.;no
percuma ada bawaslu mending bubarin aja habisin makan uang rakyat mna berani sm pak lurah;no
kepdes. dn prangkat desa dri luar daerah ikut kegiatan d jakarta itu bukan perjalanan dinas..prtanyaan kepdes dn aparat desa mnggunakan anggaran desa atau ada yg mendanai mereka utk kegiatan tersebut.jk menggunakan anggaran desa berarti sudah melanggar aturan tp jk ada yg mndanai hrs d tndak tegas;no
mana nih bawaslu sebagai pengawasan pemilu. kok diam aja kayak kambing congek. udah jelas jelas perangkat desa tidak netral... hansurr lah negara ini klo kayak gini lae... 😁😁;no
bawaslu penakut;no
dengan alasan silahturahmi.... sekalian besok buat acara jg silahturahmi sama seluruh rakyat indonesia....pengawas pemilu aja diam;no
kades di pilih secara politis namun tidak boleh berpolitik;no
bebas lurah ,rw /rt bertemu siapa aja kan bukan pegawai negri mat pengamat;no
lurah rw & rt bukan asn jadi boleh dong saya rakyat yg tidak punya titel aja tauuuu;no
inilah contoh manusia sombong, merasa paling pintar dan hebat, melanggar aturan tapi merasa benar;no
"""amin gak bakalan bisa jadi presiden karena untuk bisa jadi presiden dibutuhkan kualitas dan nilai yang a-plus bukan a-min he..he..he....""";no
percuma tak ada yg mengawasi punya partai besar mantan kelompoknya dulu juga nikmati kecurangan jadi diam saja bubarkan saja banteng pdip;no
"perlu dana unlimited buat mobilisasi komunitas"" bayaran seperti ini ... mantaff!";no
udh ambigu . anak aing ha ha;no
bagus lah, mumpung berkuasa, semua bisa diatur;no
apa iya plonga-plongo bakalan berjilid-jilid...? duhhh nasib2 indonesia.;no
cara gibran mengumpulkan para kades yg katanya mencarikan solusi yg ada di desa2 di indonesia, secara tidak langsung gibran telah menunjukan betapa besar kegagalan pembangunan di desa yg dapat dana milyaran dari pemerintah pusat. secara tidak langsung menjatuhkan pa jokowi sebagai presiden sekaligus;no
g usah banyak bacot n coment,,,entar kalo pilpres tdk jurdil berani nggak people power;no
dari proses mk aja sudah nggak benar ,pasti langkah berikutnya curang , harusnya bawaslu melarang money politik ,politik transaksional ini .bisa jadi bansos dan bandes pakai duit apbn di jadikan sarana kampanye. sungguh tidak fair . jurdil;no
ternyata ponga plongo itu cm topeng;no
seandai nya para perangkat desa bertemu dg capres-cawapres anies -muahaimin sudah pasti di suruh memundurkan diri dari jabatan perangkat desa nya.;no
11/12 dengan pemilu 2019...dimana puluhan ribu buruh di tangerang digiring untuk mencoblos bpknya....;no
sakit ya digituin? kmrn lu jg bgt....;no
leg specialized;no
anak bos bebas sama gue selagi bakal ku msh mnjbt, kapan lagi, yg pd pinter jg jd mingkem🥰🧐😡;no
saya heran...sudah terdaftar jadi cawapres...harusnya sesuai uu.... mundur jadi walikota....;no
ganjar pranowo sebelumnya bertemu lurah se jabar untuk memenangkannya,kok diam saja. yang aneh itu siapa seperti menjilat tai dimuka mu sendiri.;no
anak emas itu kan bebas.. dia jg sudah sering ngomong.. dilihatin saja, disenyumin saja, dijogetin saja.. anak siapa dulu🤣🤣;no
perusak tatanan demokrasi, double zonk etika;no
makin ga tau diri.... rusak semua peraturan dan perundangan.... #rakyatmelihat;no
katanya rakyat udah pada pinter gitu aja diributin, kalah ya terima berarti rakyat udah pintar mnyg pantas;no
coba kalau anies yg bikin acara sudah dibubarin itu. pilpres dg penuh kecurangan dan cacat hukum, sdh mengorbankan pamannya ketua mk. nanti kalau jadi akan mengorbankan rakyatnya;no
kalau pilpres sdh diawali dg kecurangan. mendingan dibubarin saja. bentuk pemerintahan sementara, rezim yg sekarang suruh mundur.;no
man..... paman... .!!!!! orang2 pd ribuuut ni.... tolongin dong;no
ayo lawan2 politik mana suaranya.... lanjutkan mas gibran konsolidasi untuk indonesia.;no
kalo bermain di politik jgn sok suci bersih, namanya juga politik, kalo merasa dicurangin ya curangin saja ndro biar ramai terus dan biar adil pas pada waktunya pemilihan coblos semua hahaha;no
pemilu sekarang kacau balau, pelanggaran demi pelanggaran didiamkan saja bawaslu tak berdaya, tdk menghargai rambu2 demi meraih kemenangan menghalalkan semua cara, menabrak konstitusi, nabrak aturan pemilu, wasiatnya telah menjadi pemain;no
lho inikan sudah tertulis dalam skenario drama....;no
ayo siapa berani utak atik sang pangeran? jangankan cuma kades, mk sj dah tunduk yg jelas n terang benderang apalagi yg diam2 institusi pun ikut2an.. inilah yg kata nya hnya berada di negeri konoha..;no
perangkat desa dimata masyarakat tidak ada apa apanya. biarkan saja.....;no
pemerintah barangkali tdk diam, tp kem mlah dn ksih karpet merah tuk para kades se indo ini...;no
yg gak boleh khn kampanye bossss....klo cm ketemu dan memberi dukungan salahnya dimana????;no
q liat knp dri kemarin soal gibran selalu d permasalahkan apa salah dia klo emang gak suka y diem ada aj yang d persoalkan apa pada takut sama gibran y semangat mas gibran;no
mereka berlindung pd pasal yg dilarang itu menjadi pengurus parpol dan jurkam. pdhal keliru kehadiran mereka kemarin bersama budiman sdh bagian politik praktis, hal yg paling mudah dilakukan adalah badan permusyawaran desa (bpd) segera lakukan sidang pemecataan kaur dan kades dgn dan lapor bawaslu;no
mumpung bapak nya masih berkuasa, segala macam cara dilakukan,, gk peduli melanggar atau tidak.. mk aja bisa diatur apalagi cm perangkat desa..;no
gak usah dilaporkan...buang² energi saja🤦;no
pada ga tau malu banget;no
kapasitas sbg apa gibran dlm memberi sambutan? kalau sbg walikota tdk pantas, kalau sbg cawapres ini pelanggaran berat bg kades yg sbg aparat pemerintah;no
mumpung babeh ri 1 ape pun aku lakukan;no
terima aja duitnya, tapi pilih yang lain wkwkwk;no
seorang bpk tetap akan berusaha dg berbagai macam cara spy anaknya jadi.;no
pokoknya lebih parah dari jaman suharto yg sudah 32 tahun ini baru 10 tahun belum komplit aja udah sangat kacau udah hilang malunya hilang nurani nya,,;no
"harap dimaklumi.. pemerintahan sedang berjalan dgn ""auto pilot"".. krn presiden dgn kemendagri sedang sibuk urusan yg tak bisa ""ditinggalkan"". komisioner kpu sedang berada di luar negeri semua, dan bawaslu sedang ketidurin lupa tidak dibangunan. rakyat diminta bersabar..!!!";no
mempertontonkan keserakahan secara brutal;no
nahhh, inilah sepele. mk aja punya keluarga, apalagi desa, camat, bupati gubernur, menteri bahkan presiden. jd pewris tahta kan?;no
andaikan ketemu para koruptor.. ditunggu komentar para pengamat😎;no
anda bisanya apa,, kok usil banget, moso ngurusi puncak berkuasa;no
semua aparat diarahkan mendukung gibran.. seperti jaman pak harto..;no
di pecatin saja tukar yg baru biar netral;no
kok kelihatan plonga plongo, menunjukkan tidak tahu/tidak sadar melanggar aturan kelak, kalau jadi wapres ya begitu. kursi wapres kan milik dinastinya. masa bodoh orang lain yg bisanya pada iri.;no
hehehe..yg berkuasa yg atur..kita maaa nonton aja;no
trs terang dulu ku kagum sm keluarga ini, tp begitu ada putusan mk, trs lihat jejak digital dari omongannya bapa dan anak jd ga respek, mencla mencle 🙏 jd tau nafsu ingin berkuasanya.;no
mk aja bisa diatur, apalagi cuma kades.;no
sang pangeran mahkota bebas melakukan apa aja.. di mk ada paman.. di pemerintahan ada bpk.. di salah 1 parpol ada ketum.. dan di mn2 bnyk kaki tangan nya😁;no
janganlah memancing mancing kemarahan rakyat wahai kepala desa dan perangkatnya. berhatihatilah anda pilih warga dan tidak semua warga memilihmu. jadilah kepala desa yg baik dan benar hanya bekerja untuk warga desa masing-masing. bukan dibawa ke politik praktis dukung mendukung. taatlah pada aturan dan uu.;no
cory pasangan nomor 3 maksudnya.....;no
pemerintah buta;no
jiah, mk aja dikangkangi, apalagi organisasi pejabat desa?;no
maklumlah namanya juga pewaris tinggal ambil keuntungan dari ketenaran bapaknya, beda banget dengan perintis demokrasi;no
yg bilang maklum dan ga apa emang pelanggar hukum;no
kalau paslon lain baru tegas dong. ini anak pleciden lo.....;no
mereka punya kuasa, ini permainan plangak plongok, tinggal rakyat memilih nantinya;no
"yang berwenang yang ada dipemerintahan takut ""digeser"" oleh si boss, kalau sepak terjang putra mahkota diusik, kemungkinan berikutnya, yang berwenang dipemerintahan sedang sariawan, jadi sulit bicara.";no
baca ulang deh peraturan....baru komen;no
tenang pak....tenang saja. saya ada disini aman pak. tdk ada yg berani bicara. tenang pak;no
menyampaikan aspirasi, hehehe..........;no
merasa kuat banyak relawan dan kroninya.. dari awal persyaratan dlm kontestasi sdh ada pengangkangan terhadap lembaga negara..;no
ngga ada aturan yang melarang dan pengamat ini kurang paham dia soal demokrasi;no
semua ditabrak bukan main hebatnya anak ini akan seorang presiden;no
namanya watak seseorang tidak akan bisa berubah...sifat... bukan begitu bro....!!?? yg bisa berubah itu;no
karakter itu tidak akan mampu di setting terus. ada saatnya nanti aslinya muncul.;no
ganjar pranowo dan mahfud md untuk indonesia titik;no
