text;label
yang susah itu melupakan bung , . dungu;yes
cantik-cantik penipu , kalau dimasukin ke dalam sel pria bagaimana pak polisi . pasti mantap itu !;yes
ach . kalau urusan ngecor lobang kencing . paling mudah itu ya lobang kencing santriwati itu karena santriwati goblok binti tolol mau dijolok cuma dengar rayuan ayat kursi .;yes
coca cola dkk , investor2 yang susah didapat siap angkat kaki . bangunan mereka buat mereka . investor pergi dibarter dengan imigran2 gaza , imigran rohingya yang miskin , unskilled , namanya hidayah bagi kadrun ! ;yes
negara amburadul tidak punya agama;yes
sudah didim lampu tetap tidak mau minggir . maklumlah manusia tolol bin songong nyopir di jalan tol . hm p cuh;yes
agamamu opo min , taubat min , kamu sudah melupakan allah swt , omongamu . pantat monyet .;yes
sudah jangan banyak bicara komen yang macam2 . bangsat , bajingan serakah jangan ditanggapi perkataannya . kita hajar saja dengan orang merusak ketatanegaraan , mahkamah konstitusi yang di obok2 untuk aksi serakahnya . bangsat jangan dikasih peluang nantinya akan menggigit pantat . ;yes
memang benar kalau lurah jadi korban neo orba makanya tidak komen;yes
kalau yang mengomong sih anus nya langsung di lepehin . !;yes
makanya jangan pilih anis bohir yang otaknya selangkangan melulu;yes
bacot jago kerja bego . makanya abud antitesa jokowi , selalu bersebrangan . makanya dki ancuuur;yes
manusia tidak tahu diri , kalau kau seorang muslim seharusnya kau mengundurkan diri sudah , jangan bikin malu , bima !;yes
teroris gila . padahal dia duluan yang meluncurkan ribuan roket per hari ke israel secara mbabi buta , menyerang , mbunu serta menculik warga sipil secara biadab . selama teroris hamas eksis , warga gaza tidak akan perna hidup dalam damai . ;yes
dipecat karena tidak becus . tidak bisa kerja . waktu itu terutama penyebaran dan pembagian kartu indonesia pintar , terbukti lagi waktu jadi gubernur . dki . tidak bisa kerja dan kebijakan yang aneh-aneh , remeh2 tidak penting . tong kosong nyaring bunyinya .;yes
masih lebih baik orde baru daripada nanti ada orde kadrun .;yes
lawakan peang penjol . banyumas .;yes
saudara itu yee ? kenapa tidak buat rs di ukraina sama yaman ? orang indonesia sendiri yang bukan kaum gurun saudara bukan ? ;yes
mantap . basmi para zombie di palestina;yes
kenapa nyawa tni n polri jadi tidak berharga , hanya buat tumbal2 kah ? mereka itu bukan kkb tapi separatis , jadi jangan dengan pendekatan seperti selama ini . sudah berapa nyawa yang mereka bunuh di papua . mereka itu biadab , tidak berperikemanusiaan ! . kemarin yang mereka bantai adalah pekerja bangunan ! ;yes
masih ada yang mulia usman masih pakai keberatan , munafik , sudah putus urat malu sih usman;yes
terus jadi kadrun jadi ? ? ya jadi kadrunista;yes
jangan bawa-bawa guru lo ke sekolah tidak pernah punya guru tidak hati-hati lo kampret;yes
satu negara dungu serempak gara-gara kemakan hoax , lebih dari 7 juta orang anggota kpps memang normalnya bakal meninggal sekitar 900 orang seminggu .;yes
ganjar idiot , ahok prof ;yes
usir saja mereka kalau diterima nanti akan jadi bibit2 kadrun dan bisa bikin rusuh di negara ini . mereka terusir dari negaranya karena pembangkang dan menjadi kadrun di negeri mereka wajar diusir oleh pemerintah negaranya .;yes
apa tidak terbalik ? sepertinya kalau amin yang menang itulah indonesia bahaya . saya terus terang saja . kalau amin bisa menang . saya naik sampan mau ke arab jak .;yes
aa md . konspirasi apalagi . masa idf disoraki warga gaza dengan riang gembira , takbir pula , saat parade mayat telanjang , festival nova di gaza n disambut karnaval kemenangan muslim seluruh dunia . habis babak belur bikin berita konspirasi . dna kadrun memang dna kepalsuan .;yes
memangnya pelawak keturunan yahuni ini , itu siapa ? . sudah tahu rusia mengajak guyonan lawakan , dengan perang , . okey ukraina jadi tuan rumah uji coba persenjataan rusia vs as dan sekutunya , daripada persenjataan rusia menumpuk di gudang yang mendekati kedaluwarsa bisa lebih baik dimanfaatkan .;yes
itu karena ngelanjutin pekerjaan gubetnur sebelumnya dan di selesaikan oleh pengganti yaman . yaman tidak selesaikan apaun apalagi bikin sesuatu . ingat bro . ini indonesia bukan yaman . perluas pandanganmu dan literasimu;yes
konoha wakanda . kejadian jazirah arab yaman yang perang saudara masing2 didukung oleh iran saudi arabia . banyak rakyatx merantau kenegeri damai termasuk nkri . waspada !;yes
kasian sekali kakek usia 84thn di culik . hamas memang biadab ngpn kakek usia 84thn di angkut . bukanya melepas saja dari awal . ;yes
sok tau kadrun pendukung anies ini;yes
cuma stiker nya saja yang bagus . bagus;yes
mau jadi negara besar yang penduduknya 280 an juta modal cocot doang !;yes
muka tembok putus urat malu semakin tidak punyak malu aparat keparat tidak ada lagi harga diri coba bercermin pak . siapa anda . dasar bangsat .;yes
mantap kepala kamu bodoh;yes
kata katamu kok  tapi min , apa kamu sudah berubah jadi asu anjing , yang sudah tidak manusia lagi;yes
maksudnya  jauh dari politik di yaman ya bud .;yes
betul , bung . mereka nganggap kita ini buta batin dan bodoh semua . nyatanya mereka mati nurani;yes
nah inilah , kalau orang dungu . ! merasa sudah , pintar hahaha harap saudara , tahu diatas langit masih ada langit . ! bukan apa kepandaian saudara apa . cuman koar , bermanfaat . bila ada kepinteran orang , tidak akan menunjuk kan kepandaiannya . ! peribhs , kebesaran omong , nol yang didapatkan . hahaha;yes
mengatai binatang tolol kepada pimpinan tertinggi angkatan bersenjata tidak dipanggil polisi ya;yes
pihak mana yang menghambat ? ? nyata2 memang manusia tidak bermutu kok . bisa celaka dapat presiden kayak begitu . amit-amit deh .;yes
sebaiknya jangan terlalu dihayati , nanti kalau benaran jadi idiot jadi merepotkan orang di sekitarmu . santai saja , selow . ;yes
jek kamu penjilat yahudi tidak suka kamu lihat berita ini;yes
otak kambing , dungu . ;yes
ya bapak . ya anak sama saja bermasalah , belum lagi pelanggaran kode etik berat di mahkamah konstitusi . dan terbukti sih paman kena pecat . bocil kunyuk ini sangat tidak layak jadi cawapres . mau lulus s1 , s2 atau esteler sekalipun . ;yes
keras kepala kamu bodoh;yes
problem terbesar adalah hancurnya sdm umat islam . ! sehingga tidak mampu mengelola dan membentuk . jadi sendiri . !;yes
menteri dungu , bu puan duit segudang karena basic pendidikanx jelas .;yes
sudah menetap tidak mau lagi menguasai wilayah bang terakhir jadi seperti sih hamas teroris;yes
ini model komen khas kadrun banget . otak nya sudah kayak dewan pakar nya amin . amburadul parah;yes
eropa amerika duduk manis saja bro menonton peralatan tempurnya menghancurkan militer puting . tidak perlu turun;yes
orang-orang tolol kayak begini mending tangkap dan buang ke laut;yes
habisin gan . kalian itu sbnr nya superior . biar kan janda2 ankce gemoy kirim ke sini y . sebentar ane naturalisasi . jadi tkw . ;yes
cocot mu penake di samplok telek ! ben majikanmu sih juragan candi hambalang sadar wes tipu rakyat selama tahun !;yes
bagaimana mau maju negara kalau presiden nya wawasannya seperti itu jakarta saja tidak mampu kok sok ngurusin indonesia;yes
kenapa masih berani dan tidak tahu malu ya ikut meeting juga seperti orang biasa saja . tidak tahu malukah setelah jadi tersangka dan intimidasi terhadap jesica wongso . tamatlah riwayatmu kini kau jatuh miskin . karma itu bung !;yes
sudah sering ada berita yang bercanda bawa bom ditangkap kok yang bercanda bawa bom . tolol pangkat goblok pangkat idiot . bercanda saja bawa babi ngepet asap .;yes
di dalam penjara pantatnya di potong napi senior tuhh . pantat baru . wkakakak;yes
jika sudah dimasuki iblis ya pasti berani dan nekad . harusnya paus fransiskus bersikap sesuai ajaran kitab suci . tidak usah bikin polemik . jangan-jangan paus ini dulunya juga lgbt dan homo juga .;yes
kalau netanyahu berkata seperti ini , pasti habislah hamas . sungguh mengerikan . termasuk bos hamas yang ber foya foya di qatar , tidak lama lagi akan habislah mereka itu;yes
ketika sudah tidak bisa apa-apa lagi maka hal tolol akan di lakukan . ;yes
bawaslu buta mata  hati otak mafia;yes
iya agama mu itu sadis ya . suka menghalakan darah n nyawa orang . kenapa tidak keluarkan juga fatwa nya sekalian neng mirza ramadhana yang brengsek .;yes
tokoh penggagas katakan tidak pada korupsi akan turun gunung . bulatkan tekad untuk korupsi berjemaah bersama pewaris orba dan pejabat serakah ! kbs koalisi bangsat serakah . ;yes
halo babi , apa kabarnya , bi ? sehat ? ha ha ha . ;yes
masih untung nenek ini tidak kena bom tentaranya sendiri . rumah sakit dibom semua , banyak warga sipil mati kena bom , saking bobrok moral , mental , dan gobloknya idf .;yes
ngeri kalau duet seperti ini yang menang , politik identitas , kerja tidak jelas;yes
bagaimana bisa anda menyarankan pemilu damai , sementara anda telah merusak dan mencederai konstitusi . sebaiknya anda berhenti bicara karena apa yang anda sampaikan semuanya gibran . dasar psikopat ! ;yes
gemoy gemuk lektoy baru saja kaki diseret seret fakta bukan hoaxs;yes
memang anjing mereka . pak , . tidak menghargai jasa guru2 honorer !;yes
kan kamu yang sabun .  .;yes
bukan di sadari tapi lagi sakit hati . bogel;yes
teroris biadab sandera balita 4 tahun , kakek 84 tahun begini yang dipuja2 dibela kadrun otak somplak . bela islam hamas no . bela palestina ok .;yes
tv oon suka membodohi kadrun agar kadrun senang . 7 oktober saat hamas membantai dan menculik warga sipil dan anak-anak mereka bergembira . ;yes
ahok menang di dki karena pakai ayat mayat .;yes
yaman menang jual ayat . tidak mungkin  yaman menang .;yes
dipimpin pe kak es kan . lah iya . bisa nya ngacak ngacak uang rakyat . otak dungu . jualan agama . tidak takut dosa . ;yes
keren , tidak kayak sih anus , masa iya kampenye dimulai di tanah merah jakarta utara yang notabene dulu diankasih imb untuk masyaraka , padahal itu daerah berbahaya depot pertamina plumpang , padahal juga sebelumnya pak ahok sudah melarang masyarakat tinggal di situ , dan terjadilah kebakaran menelan korban jiwa .;yes
. tidak usah banyak omong . muak . jangan kau pikir rakyar itu bodoh semua .;yes
kamu nya yang goblok baca berita Cuma dari dalam negeri saja , baca berita luar . 7 oktober itu real , pnddk gaza menari2 lihat roket2 hamas . israel . bsknya langsung menangis meraung2 .;yes
lagi pula puting kutu kup komunis hanya bisa pakai mode bertahan walaupun rudal2 kutu kupret hanya bisa mghjar bangunan sipil . tapi penyembah puting juga senang rudalnya hanya mampu merusak bangunan doang . uuurra . kan;yes
keren . jadi tentara yang dicintai rakyat , permintaan kepada tni , lebih dekatlah kepada anak-anak , agar besar nanti mereka jadi tni yang kuat dan tangguh .;yes
manusia bebal tidak tau malu;yes
kamu mah berpikir dewasa dikit , kampungan dikit rezim . tolol mbah mu ini han perbuatan pri baca adi n oknum kok lie bilang rezim , tolol;yes
indonesia hancur gara-gara pemerintahnya dobol . peang;yes
leluhur saya bukan orang arab ! wkakakakaka . ini saran buat mbak aisyah daripada capek2 tiap hari kutukin israel yang ada kutukan itu berbalik ke mbak sendiri . lebih baik makan semangka sambil minum kencing onta . atau semangka itu bisa di olah jadi jus semangka campur kencing sapi . kencing onta minumn surga;yes
dasar sastro warwer ya begitu;yes
ha . ha . ha . tentu pks dan anies tidak suka ibu kota pindah sebab basis dan kelompok mereka hanya ada di jakarta , pks , hti , fpi , 212 , dan yang lainnya . dikit dikit demo dan kepung istana . maka kalau ibukota pindah ke kalimantan , pahit liurnya ingin kepung istana .;yes
yang dikit dikit demi itu kebiasaan kadrun , untuk apa demi , suara rakyat ada di dpr . yang demi itu suara nya sendiri atas bayaran dan nasi bungkus . saking pintar teriak teriak sampai dungu . ;yes
mrk2 pendukung israel di indonesia itu hanya karena rakyat palestina muslim menutup mata zionis itu penjajah . satu kata buat kalian semua babi;yes
lah kan memang sudah bejat . ente pikir apartemen mewah , kos eksklusif itu buat sp ? y buat mereka . enggak usah diurusi . urusan malaikat maut itu . ;yes
hanya 1 serangan yang bisa menghentikan kebiadaban israel ini . pencet bom nuklir ke israel ! hapuskan mereka dimuka bumi ini kumpulan manusia memanipulasi sejarah kehidupan manusia;yes
i5r4hellis dungu n picek . pada omong kosong disini .;yes
sungguh menyedihkan tni polri yang memiliki perlengkapan lebih baik lengkap seakan tidak berdaya hadapi kkb , satu persatu gugur terbunuh oleh para bangsat kkb . para pemimpin aparat tni polri kalah cerdik dalam hal atur strategi bgmana ini masih banggakah kita;yes
s1 singapura . tapi tetap . saja . pantas jadi cawapres . sih bocil muka kunyuk . hasil penodaan konstitusi . sampai2 pamannya yang bodoh dipecat .;yes
masih mau jadi ketua , dasar munafik ,;yes
pemerintah harus turun tangan , jangan diam saja , cabut izinnya , cabut siupnya , cabut nyawanya .;yes
orang bego saja yang buat macam itu , lagi lagi kalau yang buat macam itu tidak ada dalam dunia;yes
pertamina dan polisi tidak usah pura2 tolol . . sudah banyak yang tahu permainan nakal antara operator spbu dan pengecer yang menggunakan motor ataupun mobil dengan tanki modifikasi , satu mobil yang sama bisa mondar mandir berkali2 untuk isi pertalite . dan sang operator spbu dapat uang tip dari mereka;yes
lagi pula puting kutu kup komunis masih bisa pakai mode bertahan walaupun rudal2 kutu kupret hanya bisa mghjar bangunan sipil . tapi penyembah puting juga senang rudalnya hanya mampu merusak bangunan doang . uuurra . kan;yes
kasian deh lu , bodo amat tapi masih dibaca beritanya , kasih komen pula , dasar munafik ! ;yes
yang tidak terima kan sih kadal , yang buruh misi . misi politik sih kadal;yes
kebetulan yaman lagi santai karena tidak ada kegiatan yang nyata . calon yang lain sibuk karena jadwalnya padat dan ada undangan dari walhi . bisa jadi kan seperti itu .;yes
yang merusak bangsa koruopsi tapi senyum . ustad dan pngurus yyasan atas islam perkos murid . atas islam tipu uang haji . itu yang rusak bangsa masa joget merusak bangsa lebay . tidak guru ngaji cabul banyak;yes
biadab bretul itu pelatih silat . . perguruan silat sekarang jadi perguruan preman;yes
kan sudah jelas amerika lah teroris dimana sih negara arab;yes
yang masih percaya bacotan anis sama saja dengan orang dungu . sebagian besar minus praktek itu sih anis .;yes
nah alumni odgj pasti memilih bocil yang masih ingusan dan ingin mendirikan kerajaan di republik indonesia ya budi selamat jalan orang dungu;yes
terkutuklah wahai zionis yahudi;yes
kayu2 monas sudah jadi mebel sudah jadi duit sudah masuk kantong mantan gubernur ter o on di dunia sih anus yohanes baswedan . ;yes
kita jadi masyarakat jangan bego amat lah . tinggal jangan naik begitu saja repot . jakarta mau ke surabaya , malang , solo . bus akap dauble deker banyak nyaman bisa tidur dapat makan lebih murah;yes
banyak yahudi nanya di kolom komentar , banyak yahudi kalen ditanyain opa htler , enak jamanku tapi;yes
inggris dungu sudah panen kadrun hasil ramah menerima imigran muslim garong;yes
dalam hal ini saya setuju anies . walaupun dia asal ngebacot tanpa data . tapi ikn itu tidak akan lanjut jika prabowo yang terpilih . prabowo akan dengar kata hasyim sang adik . bukan jokodok . yang akan lanjutkan itu hanya paslon nomor 3 ganjar n mahfud . dengan catatan . keuangan negara masih aman terkendali .;yes
pernyataan sampah ! memang eloe siapa ? ;yes
dasar nya sih tua bangkai mulut besar . saat ini merasa sok hebat amat ya . mentang2 didukung jokodok dan beye . dia pikir bisa menang . nyatanya survey nya turun terus . efek dari gibran dan prabowo yang tidak dewasa . mirip bocah sd . joget2 kayaknya badut .;yes
jangan kasih ringan tuman . uang buat masyarakat jangan buat foya2 . anjing pakai meminta keringanan hukum . lagi foya2 nghk pikir pakai perazaan . kalau bisa hukum di tambah saja pak ;yes
harusnya malu bahan pangan kita import semua , apapenyebabnya tidak adanya industri pertanian alat pertanian dari dulu cangkul harusnya sudah pakai mesin;yes
hahaha padahal liburan ke negara barat kafir gratis dari tunjangan;yes
lupa dirix turunan x sekolah kali di amrik jadi ya demokrasi bule , kenapa tidak dirubah sekalian sila2 pancasila .;yes
anda ikut pilkada dki yang juga dihiasi dengan kemunduran demokrasi , para kadrun pendukung anda menebar ancaman bagi yang tidak memilih anda walaupun juga sesama muslim . tidak ingat  .;yes
ha ha ha ha . diketawain sama sih mark sambil minum bir ;yes
dimari . banyak komentar pemirsa yang nyinyir dan jahat , menghina pemerintah bahkan kepala negara , saya mau bilang kamu kurang ajar dan bodoh ! pantas saja akhlak kamu bar bar ! otak goblok ! stupid kamu pada !;yes
kau memang biadab tukang bunuh;yes
parag hamas warga thailand dan filipina pun di sandera ? kayak begitu dipuja2 kadrun , disebut ;yes
lu kok makin hari makin goblok ? ? ada mayat di sana .;yes
pikir kuntul kamu kira dampak nuklir hanya sekitaran israel kalau jatuhin di israel . semua negara yang ada disekitarnya pasti terkena resikonya bodoh . mengomong pakai dengkul ya kay begini . ;yes
iya wan abut bu nanti di buatkan sertipikat di tanah merah . setelah 5 tahun digusur lagi . wkwkwk .;yes
biarkan saja . itu kakek kakek semua sudah pada tua , paling berapa ekor sih . jauh dari margin error;yes
masih percaya . ? hanya penderitaan yang terjadi di negeri ini .;yes
model emak-emak begini kalau bawa motor kayakmana ini jadinya . banyak bikin claka orang pasti;yes
justru karena itu urus dulu para koruptor dinegeri ini biar bersih dari korupsi tidak usah kutuk  saya juga tidak membela israel walaupun biang kerok dari semuanya sih hamas brengsek;yes
itu yang bocor siapa . tolol banget , katanya sudah pro . tapi masih ada yang bocor .;yes
yang penting sekarang mah siapapun presidennya  jangan jadikan nkri sebagai kadrunesia;yes
tapi aparat desa kan makan gaji dari pemerintah ya harus netral dong  kadrun kontol.;yes
sudah nenek-nenek pikun . tidak banyak omong , jadi blunder buat kamu dan partai kamu .;yes
cak imin mbokyo ojo cengar cengir saja kok dikiro arek sudrun;yes
latihan untuk jadi oposisi lagi . ajak rocky dong . biar tambah dungu . ;yes
sudah stres sih imin bentar lagi masuk rumah sakit jiwa;yes
kekuasaan itu kejam , sering membuat terlena .;yes
otak kadrun memang tidak bisa berpikir secara sehat . coba seandainya israel tidak punya irondome , banyak korban anak-anak di israel ? karena dalam 1 hari hamas bisa menembakkan 2000 roket secara mbabi buta ? mungkin sudah puluhan ribu korbannya . ingat , yang mmulai serangan brutal biadab tersebut adalah teroris hamas .;yes
hei tolol lo jangan curiga terus sama al kita ya tunjukan bukti bila lo ada bukti jangan congor lo asal mengomong hidup alri berjuang terus pahlawanku;yes
lulusan dimana tidak pengaruh , anak mudah tidak perlu dicontoh , dicatat dalam sejarah indonesia , keluarga munafik , melodrama , tindakan dan kata tidak sama , facenya saja kelihatan kok;yes
betul . betul . pendukung hamas ini memang komennya tidak bermutu , cuma bisa mengutuk , nyumpah2 . jadi tambah jelas siapa hamas . kualitas fan menunjukkan pujaannya . doanya pun jelek-jelek jadi buat iblis senang untuk mengabulkan doanya sendiri untuk terjadi ke dirinya . ;yes
mk sudah terlanjur sebut anak haram konstitusi . fatal;yes
eliana prashiva apa persamaan mabok agama dan mabok lem ? dua-duanya sama yaitu logika yang dipakai secuil kadang malah tidak dipakai . saya tanya sutradara yang anda maksud namanya siapa ya ? ;yes
hal koruptor di negeri ini , dalam hukum tidak berat , hukuman ringan ada , remisi hukuman 20 tahun tiap tahun ada pengurangan hukuman , akhirnya korupsi dianggap enteng . ! seharusnya hukuman mati , semua aset sita seperti negara lain koruptor mati tidak perlu , masuk kan ranah ham , yang buat kacau negeri ini . ! ;yes
min sarimin kamu sama capres kamu mending mikul kayu sono dijual biar dapat uang dari pada mengoceh di kompas tidak mutu;yes
ini budaya kadrun , mulai menebar perpecahan . ;yes
subsidi jidat lo . goblok dipiara;yes
kenapa tidak dibawa semua ke petamburan biar dapat tauziah dari bibib tentang agama sehingga bisa hidup nyaman bersama orang yaman di jakarta ! sip kan ! ? setuju kan bro demi menegakkan agama mekah ? asyik;yes
susah pelawak jadi presiden . memang dia meminta bantuan blok barat , tidak pengecut ? yang dilakukan putin sama dengan soeharto di timtim dan kenedy di cuba . duri dihalaman belakang . yang biadab itu invasi amrik ke irak , mana senjata pemusnah massal ? ke afganistan , katanya preemtive . sekarang malah dikuasai tlb;yes
semua ini gara-gara kebiadaban hamas teroris yang didukung para biadab penjunjung sih mihimmid seperti pks , hti , jii , fpi , kilapah , kadrun , celana cingkrak jenggot kambing hahaha . sirijuk prabowo juga sangat massive merusak di 2018 dan pilpres 2019 . tapi sekarang malah didukung sih jokowi .;yes
makan pakai kata kata wan abud dijamin kenyang kekal;yes
menurutku yang dungu kamu . coba tanya yang lain kalau tidak percaya .;yes
kyai bangsat bajingan , biadab ! penggal kepalanya ! organisasi2 islam , bagaimana ? para pendakwah yang banyak bacot nya ? tidak ada yang mau komentar karena ini terjadi di lingkungannya;yes
yang berbahaya itu menjadikan rs , sekolah , tempat ibadah jadi bunker . teroris yang mengaku pejuang he he he .;yes
kampanye tidak berkualitas . miskin gagasan . bisanya hanya menakut takuti . sudah bukan jamannya ! ;yes
ach . kalau urusan ngecor lobang kencing . paling mudah dicor ya lobang kencing santriwati itu karena santriwati goblok binti tolol mau dijolok cuma dengar rayuan ayat agama . ;yes
yang kasih ijin babi begitu siapa hayo ?;yes
saya komen begitu supaya orang seperti kamu itu sadar tidak menyembah mayat . karena nabi isa as . itu manusia biasa beliau itu utusan allah bisa meninggal . yang di taruh di salib itu mayat orang lain yang kamu sembah . jadi kamu itu penyembah mayat;yes
paling yang satu gebrak2 meja dan yang satunya lagi plonga plongo . kalau ada ide paling mentok subsidi . hahaha .;yes
biasalah kubu sebelah , gerombolan sih tukang nyinyir mulai beraksi , semoga beliaunya tetap konsisten terhadap perilaku kenyinyirannya sehingga labelnya menjadi permanen seumur hidupnya , amin yra . ;yes
manusia bejat itu orang yang seperti orang kuat , orang sudah mati kamu mengomongkan kebaikan supaya menyelamatkan diri dari hukuman , waktu orang itu hidup lu serasa seperti bos sama mak lampir;yes
mau sampai kapan terus begini anjing !;yes
makin sini kok makin kelihatan ya kalau anus itu posusinya di belakang . tempat kotoran dan kalau bunyi kedengernya tidak enak banget .;yes
bukti sejarah bahwa tanah itu milik palestina itu apa , itu usaha kamu sebutin 75 tahun yang lalu , baca dari abad pertama saja , sampai jaman kaisar hadrian kadrun , kamu bisa tau itu selama kamu hanya mendengar dari pembual2 maka selama itu juga kamu bodoh tidak fakta sejarah , otak kadal memang suka di kadali;yes
di sumbar tidak bakalan jadi ini mah . karena kebanyakan duit;yes
ketipu ingin jalan pintas goblok;yes
beginilah keluarga jokowi yang haus kekuasaan . istri , anak , mantu , adik ipar semua sana haus kekuasaan dan jabatan;yes
mampus lu . kutukan ahok masih barlaku toh ? hahaha;yes
ketika sudah tidak bisa apa-apa lagi maka hal tolol yang di lakukan .;yes
wow . pret . pret si gondoruwo yaman;yes
memang anjing mereka . pak , . tidak menghargai jasa guru honorer !;yes
sudah dibenerin diam saja kau wan abud . giliran 1 tim saja yang koar2 langsung dijadikan bahan politik ! pintar mengomong tanpa bisa melakukannya buat apa jika jadi pemimpin ? tong kosong jadi nya;yes
ikut a mengomong a , ikut b mengomong b , manusia munafik bersorban;yes
sebaliknya kalau sarimin kalah bisa terganggu jiwanya . ;yes
jika mereka berada dekat rumah mu . pasti bikin kotor dan gaduh;yes
warga tolol . dua kubu sama tololnya . yang salah siapa , yang ribut malah klean . hahaha dumbas;yes
kerja jadi gubernur saja tidak pecus , sok3an mengurus nkri . anies anies . dasar mulut doang yang manies . kerja mah pahit;yes
hah . nenek tua dungu , takut kalah , mengoceh asal bunyi !;yes
ku humas bunuh orang israel 1200 termasuk bayi tidak biadab lalu apa ? ;yes
, y , sama kita juga kesel lihat yahudi pesek kok bisa2nya bela2 ini israel yang lagi melakukan genosida;yes
maksudnya beda jauh dari politik di indonesia ya bud .;yes
mantap libas habis semua tikus got hamas;yes
tidak . usah sok pintar . sok . sokan hebat . shin tae yong tidak kamu suruh cari tahu goblok wkwkwk;yes
partai kilafah apa didukung . isinya kadrun;yes
syiah laknat . gulingkan rezim syiah;yes
yang penting beda walaupun sadar jadi . .;yes
otak . otak mana otak woi . wali kota ini ada otak nya tidak sih ? ? jalan dikeramik mau bunuh waega nta ya .;yes
puluhan tahun merebut tanah palestina dengan biadab , kejam . israel memang biadab . orang-orang tidak waras tidak punya hati nurani yang membela .;yes
pria ini penganut batu hitam .;yes
masih dimengerti kalau mahasiswa . yang parah kalau sudah gelar prof dari . ketua lembaga  tapi kena pelanggaran etika beray;yes
wkwkwk cak2 siang siang lagi ngelindur apa kesurupan cak imin , mengomong seperti orang tidak waras , kok ya tega sampean mengomong begitu bukan kapasitas dan kelas nya cak . terlalluuu7;yes
kalau jadi presiden mungkin bakal ganti nama indonesia jadi arab yaman;yes
itulah kalau orang sdm nya nol . ! sudah pada tidak mau , orang lain itu demo kades bedes . ! apa ada lagi lainnya . ? kalau hal kades bedes , sebaiknya pemerintah serta anggota dewan harus tegas . ! karena itu pribadi bukan kehendak masyarakat setempat , baiknya abaikan saja itu gara parpol asuu . !;yes
anis apa yang kamu bisa jual , track record mu di dki semua janji kampanyemu bohong besar tidak ada terealisasi , anis sara , menggunakan riziq dengan saranya untuk terpilih , anissadis memfasilitasi masyarakat plumpang dibakar hidup2 , anis munafik jis yang belum layak pakai , masyarakat kamp bayam terlantar , anis goblok;yes
semoga orang kalimantan tidak pada tolol2 , pilihlah pasangan capres yang akan melanjutkan proyek ikn , nasib anak cucu kalian dipertaruhkan , kata anies , bangun ikn akan menciptakan ketimpangan , otaknya mah dangkal dan dungu , justru ikn bisa jadi trigger untuk memajukan kota2 yang lain yang ada disekitar . ;yes
tidak cuma babi panggang yang enak , restoran ini juga hebat , keren .;yes
dani tanroe itu banci kok bisa kerja dapat duit pula . padahal kepribadiannya seperti putri solo ! ;yes
mau bangun kandang onta;yes
betul betul sudah jadi asu;yes
anus itu kalau mengomong kaya kentut . bau . ! otak plagiat mana mau mengeluarkan ide2 baru . ? bisanya y makan tinja saja .;yes
ya tuntut , yang putuskan tali sama korek api tersebut , itu orang dungu , bebal otaknya guru tersebut . ! jelas balon gas kok , mutus tali sama korek api . ! yaa jelas meledak . kebakaran , tuntut saja sama guru goblok , tersebut . tersebut ! yang memutuskan tali pakai korek api tersebut . guru tetapi goblok . !;yes
sekali lagi , maaf tidak level cara berpikirmu , sangat dungu . ! lagi . maaf tidak level !;yes
jangan sampai onta arab lolos ;yes
anak badak mana tau;yes
cocok partai sama capresnya super goblok , yang saya heran kenapa sih brewok n caplin juga ikut-ikut goblok;yes
itulah akibatnya kalau babi dibolehin jadi pengembang . jadinya bikin ribet manusia;yes
hadeh . luhut ini kalau mengomong memang jagonya . kayaknya iya saja . semua dibahas seolah semua benar . tapi faktanya dia cuma penjilat jokowi dan gibran . saya sudah jijik dengan orang ini . sudah tidak punya rasa bangga lagi seperti dulu . tapi benar-benar benci dan muak . banyak bacot doang .;yes
kenapa puting payudara banyak tetangnya . lithuania , latvia , polandia , swedia dan banyak lagi . karena suka merampas wilayah negara tetangga tidak beda kayak israel . dan cuma berani menyerang tetangga sudah begitu cuma bisa menyerang bangunan sipilis uuurraakan .;yes
kayaknya mereka memang mau nya terjadi perang dunia deh . para kadrun hamas pesek;yes
. tidak ada yang memberikan semangat kepada wan abud ? berarti sudah pintar2 semua .;yes
manusia otak otak iblis biadab laknat sangat tidak manusiawi;yes
perang itu keji , menjajah itu biadab . apalagi menghancurkan rs dan memutus pasokan energi dan bahan pangan . namun itulah kebodohan zalensy . membebek ke as . rakyat ukraina sudah ditipu . iming iming paman sama bergabung dengan nato isapan jempol .;yes
kelakuan biadab orang israel ya . catat itu para pembela zionis;yes
kau , , dssar antek2 amerika;yes
kok makin bego ? kalau yesus jadi mayat , bisa tunjukkan kuburnya yang di dalamnya ada jenazah ? ada mayatnya ? bisa tunjukkan mayatnya ? makanya jangan kebanyakan nyembah batu , nyembah kiblat , nyembah batako yang semuanya tidak jelas , bikin otakmu tambah bloon . ;yes
sama sih tokangojek otak nya juga sudah bengkok tidak tau mana yang benar mana yang salah .;yes
pak anies kebanyakan gibulnya jadi pecuma ada yang anda janjikan di pepesan kosong nanti .;yes
baca sejarah tong , orang pintar tidak kalah dengan orang dungu .;yes
rasis bigot biadab antek teroris ini;yes
goblok itu natural saja , jangan sampai extraordinary . ampun deh;yes
hei tolol lo jangan percaya terus sama al kita ya tunjukan bukti bila lo ada bukti jangan congor lo asal mengomong hidup alri berjuang terus pahlawanku;yes
